Umywalki -- Wymiary przyłączeniowe,PN-EN 31+A1:2014-07,{'PN-EN 31:2011'}
"Płyty gipsowo-kartonowe -- Definicje, wymagania i metody badań",PN-EN 520+A1:2012,{'PN-EN 520+A1:2010'}
"Osłony kabli sprężających z taśm stalowych -- Terminologia, wymagania, sterowanie jakością",PN-EN 523:2004,{'PN-EN 523:1999'}
Osłony kabli sprężających z taśm stalowych -- Metody badań -- Oznaczanie kształtu i wymiarów,PN-EN 524-1:1999,set()
Osłony kabli sprężających z taśm stalowych -- Metody badań -- Oznaczanie zachowania podczas zginania,PN-EN 524-2:1999,set()
Osłony kabli sprężających z taśm stalowych -- Metody badań -- Badania na przeginanie,PN-EN 524-3:1999,set()
Osłony kabli sprężających z taśm stalowych -- Metody badań -- Oznaczanie odporności na obciążenie boczne,PN-EN 524-4:1999,set()
Osłony kabli sprężających z taśm stalowych -- Metody badań -- Oznaczanie odporności na rozciąganie,PN-EN 524-5:1999,set()
Osłony kabli sprężających z taśm stalowych -- Metody badań -- Oznaczanie szczelności (Oznaczanie strat wody),PN-EN 524-6:1999,set()
Faliste płyty bitumiczne -- Charakterystyka wyrobu i metody badań,PN-EN 534+A1:2010,{'PN-EN 534:2007'}
Dachówki ceramiczne -- Badanie nośności na zginanie,PN-EN 538:1999,set()
Dachówki ceramiczne -- Oznaczanie własciwości fizycznych -- Część 1: Badanie przesiąkliwości,PN-EN 539-1:2007,{'PN-EN 539-1:2006'}
Dachówki ceramiczne -- Oznaczanie właściwości fizycznych -- Część 2: Badanie mrozoodporności,PN-EN 539-2:2013-07,{'PN-EN 539-2:2009'}
Gonty asfaltowe na osnowie mineralnej i/lub syntetycznej -- Właściwości wyrobu i metody badań,PN-EN 544:2011,{'PN-EN 544:2007'}
"Rury, kształtki i wyposażenie z żeliwa sferoidalnego oraz ich złącza do rurociągów wodnych -- Wymagania i metody badań",PN-EN 545:2010,{'PN-EN 545:2006'}
Szkło w budownictwie -- Podstawowe wyroby ze szkła sodowo-wapniowo-krzemianowego -- Część 1: Definicje oraz ogólne właściwości fizyczne i mechaniczne,PN-EN 572-1+A1:2016-03,{'PN-EN 572-1:2012'}
Szkło w budownictwie -- Podstawowe wyroby ze szkła sodowo-wapniowo-krzemianowego -- Część 2: Szkło float,PN-EN 572-2:2012,{'PN-EN 572-2:2009'}
Szkło w budownictwie -- Podstawowe wyroby ze szkła sodowo-wapniowo-krzemianowego -- Część 2: Szkło float,PN-EN 572-2:2012,{'PN-EN 572-2:2009'}
Szkło w budownictwie -- Podstawowe wyroby ze szkła sodowo-wapniowo-krzemianowego -- Część 3: Polerowane szkło zbrojone,PN-EN 572-3:2012,{'PN-EN 572-3:2009'}
Szkło w budownictwie -- Podstawowe wyroby ze szkła sodowo-wapniowo-krzemianowego -- Część 4: Szkło płaskie ciągnione,PN-EN 572-4:2012,{'PN-EN 572-4:2009'}
Szkło w budownictwie -- Podstawowe wyroby ze szkła sodowo-wapniowo-krzemianowego -- Część 5: Szkło wzorzyste,PN-EN 572-5:2012,{'PN-EN 572-5:2009'}
Szkło w budownictwie -- Podstawowe wyroby ze szkła sodowo-wapniowo-krzemianowego -- Część 5: Wzorzyste szkło walcowane,PN-EN 572-5:2012,{'PN-EN 572-5:2009'}
Szkło w budownictwie -- Podstawowe wyroby ze szkła sodowo-wapniowo-krzemianowego -- Część 6: Wzorzyste szkło zbrojone,PN-EN 572-6:2012,{'PN-EN 572-6:2009'}
Szkło w budownictwie -- Podstawowe wyroby ze szkła sodowo-wapniowo-krzemianowego -- Część 7: Zbrojone i niezbrojone szkło profilowe,PN-EN 572-7:2012,{'PN-EN 572-7:2009'}
Szkło w budownictwie -- Podstawowe wyroby ze szkła sodowo-wapniowo-krzemianowego -- Część 8: Wymiary handlowe i ścisłe,PN-EN 572-8+A1:2016-03,{'PN-EN 572-8:2012'}
Szkło w budownictwie -- Podstawowe wyroby ze szkła sodowo-wapniowo-krzemianowego -- Część 8: Wymiary handlowe i ścisłe,PN-EN 572-8+A1:2016-03,{'PN-EN 572-8:2012'}
Szkło w budownictwie -- Podstawowe wyroby ze szkła sodowo-wapniowo-krzemianowego -- Część 9: Ocena zgodności wyrobu z normą,PN-EN 572-9:2006,{'PN-EN 572-9:2005'}
"Rury włókno-cementowe do kanalizacji -- Rury, złącza i kształtki do systemów grawitacyjnych",PN-EN 588-1:2000,set()
Rury włókno-cementowe do kanalizacji -- Część 2: Studzienki włazowe i niewłazowe,PN-EN 588-2:2004,{'PN-EN 588-2:2002'}
Konstrukcje drewniane -- Metody badań -- Badania sztywności i nośności płyt ściennych o szkielecie drewnianym,PN-EN 594:2011,{'PN-EN 594:1998'}
Konstrukcje drewniane -- Metody badań -- Badanie kratownic dla określenia nośności i sztywności,PN-EN 595:1998,set()
Konstrukcje drewniane -- Metody badań -- Odporność ścian o szkielecie drewnianym na uderzenia ciałem miękkim,PN-EN 596:1999,set()
"Rury, kształtki i wyposażenie z żeliwa sferoidalnego oraz ich połączenia do odprowadzania ścieków -- Wymagania i metody badań",PN-EN 598+A1:2010,{'PN-EN 598+A1:2009'}
"Rynny dachowe i elementy wyposażenia z PVC-U -- Definicje, wymagania i badania",PN-EN 607:2005,{'PN-EN 607:2005'}
Rynny dachowe z arkuszy metalowych z okrągłym usztywnionym obrzeżem przedniej strony i rury spustowe łączone na zakład,PN-EN 612:2006,{'PN-EN 612:2005'}
Ogólne wymagania dotyczące betonowych rur ciśnieniowych oraz złączy i kształtek,PN-EN 639:1999,set()
Rury ciśnieniowe żelbetowe i rury ciśnieniowe żelbetowe ze zbrojeniem równomiernie rozłożonym (bez płaszcza blaszanego) oraz złącza i kształtki,PN-EN 640:2000,set()
Rury ciśnieniowe żelbetowe z płaszczem blaszanym oraz złącza i kształtki,PN-EN 641:2000,set()
Rury ciśnieniowe z betonu sprężonego z płaszczem lub bez płaszcza blaszanego łącznie ze złączami i kształtkami oraz specjalne wymagania dotyczące stali sprężającej,PN-EN 642:2000,set()
Szkło w budownictwie -- Określenie współczynnika przenikania ciepła (wartość U) -- Metoda obliczeniowa,PN-EN 673:2011,"{'PN-EN 673:1999/A2:2003', 'PN-EN 673:1999/A1:2002', 'PN-EN 673:1999', 'PN-EN 673:1999/Ap1:2003'}"
"Szkło w budownictwie -- Określenie współczynnika przenikania ciepła ""U"" -- Metoda osłoniętej płyty grzejnej",PN-EN 674:2011,{'PN-EN 674:1999'}
"Szkło w budownictwie -- Określenie współczynnika przenikania ciepła ""U"" -- Metoda pomiaru przepływu ciepła miernikiem",PN-EN 675:2011,{'PN-EN 675:1999'}
Oznaczanie gęstości w stanie suchym autoklawizowanego betonu komórkowego,PN-EN 678:1998,{'PN-B-06258:1989'}
Oznaczanie wytrzymałości na ściskanie autoklawizowanego betonu komórkowego,PN-EN 679:2008,{'PN-EN 679:2006'}
Oznaczanie skurczu przy wysychaniu autoklawizowanego betonu komórkowego,PN-EN 680:2008,{'PN-EN 680:2006'}
Zlewozmywaki kuchenne -- Wymiary przyłączeniowe,PN-EN 695:2005,{'PN-EN 695:2002'}
Zewnętrzne systemy odwadniające i kanalizacyjne -- Zarządzanie systemem kanalizacyjnym,PN-EN 752:2017-06,{'PN-EN 752:2008'}
Wymagania dotyczące elementów murowych -- Część 1: Elementy murowe ceramiczne,PN-EN 771-1+A1:2015-10,{'PN-EN 771-1:2011'}
Wymagania dotyczące elementów murowych -- Część 2: Elementy murowe silikatowe,PN-EN 771-2+A1:2015-10,{'PN-EN 771-2:2011'}
Wymagania dotyczące elementów murowych -- Część 2: Elementy murowe silikatowe,PN-EN 771-2+A1:2015-10,{'PN-EN 771-2:2011'}
Wymagania dotyczące elementów murowych -- Część 3: Elementy murowe z betonu kruszywowego (z kruszywami zwykłymi i lekkimi),PN-EN 771-3+A1:2015-10,{'PN-EN 771-3:2011'}
Wymagania dotyczące elementów murowych -- Część 4: Elementy murowe z autoklawizowanego betonu komórkowego,PN-EN 771-4+A1:2015-10,{'PN-EN 771-4:2012'}
Wymagania dotyczące elementów murowych -- Część 4: Elementy murowe z autoklawizowanego betonu komórkowego,PN-EN 771-4+A1:2015-10,{'PN-EN 771-4:2012'}
Wymagania dotyczące elementów murowych -- Część 5: Elementy murowe z kamienia sztucznego,PN-EN 771-5+A1:2015-10,{'PN-EN 771-5:2011'}
Wymagania dotyczące elementów murowych -- Część 6: Elementy murowe z kamienia naturalnego,PN-EN 771-6+A1:2015-10,{'PN-EN 771-6:2011'}
Metody badań elementów murowych -- Część 1: Określenie wytrzymałości na ściskanie,PN-EN 772-1+A1:2015-10,{'PN-EN 772-1:2011'}
Metody badań elementów murowych -- Część 2: Określenie procentowego udziału powierzchni drążeń w elementach murowych (na podstawie odcisku na papierze),PN-EN 772-2:2006,"{'PN-EN 772-2:2001', 'PN-EN 772-2:2001/A1:2005'}"
Metody badań elementów murowych -- Określenie objętości netto i udziału procentowego drążeń elementów murowych ceramicznych przez ważenie hydrostatyczne,PN-EN 772-3:2000,set()
"Metody badań elementów murowych -- Część 4: Określenie gęstości, gęstości objętościowej oraz porowatości całkowitej i otwartej elementów murowych z kamienia naturalnego",PN-EN 772-4:2001,set()
Metody badań elementów murowych -- Część 5: Określenie zawartości aktywnych soli rozpuszczalnych w elementach murowych ceramicznych,PN-EN 772-5:2016-06,{'PN-EN 772-5:2002'}
Metody badań elementów murowych -- Część 6: Określenie wytrzymałości na rozciąganie przy zginaniu elementów murowych z betonu kruszywowego,PN-EN 772-6:2002,set()
"Metody badań elementów murowych -- Określenie absorpcji wody przez elementy murowe ceramiczne stosowane w warstwach odpornych na wilgoć, za pomocą gotowania w wodzie",PN-EN 772-7:2000,set()
"Metody badań elementów murowych -- Część 9: Określenie objętości brutto, objętości netto i udziału procentowego drążeń elementów murowych ceramicznych i silikatowych przez napełnianie piaskiem",PN-EN 772-9:2006,"{'PN-EN 772-9:2000', 'PN-EN 772-9:2000/A1:2005'}"
Metody badań elementów murowych -- Określenie wilgotności elementów silikatowych i elementów z autoklawizowanego betonu komórkowego,PN-EN 772-10:2000,set()
"Metody badań elementów murowych -- Część 11: Określenie absorpcji wody elementów murowych z betonu kruszywowego, kamienia sztucznego i kamienia naturalnego spowodowanej podciąganiem kapilarnym oraz początkowej absorpcji wody elementów murowych ceramicznych",PN-EN 772-11:2011,"{'PN-EN 772-11:2002/A1:2005', 'PN-EN 772-11:2002'}"
Metody badań elementów murowych -- Część 13: Określenie gęstości netto i gęstości brutto elementów murowych w stanie suchym (z wyjątkiem kamienia naturalnego),PN-EN 772-13:2001,set()
Metody badań elementów murowych -- Część 14: Określenie zmian liniowych pod wpływem wilgoci elementów murowych z betonu kruszywowego i kamienia sztucznego,PN-EN 772-14:2002,set()
Metody badań elementów murowych -- Część 15: Oznaczanie współczynnika przepuszczania pary wodnej elementów murowych z autoklawizowanego betonu komórkowego,PN-EN 772-15:2002,set()
Metody badań elementów murowych -- Część 16: Określenie wymiarów,PN-EN 772-16:2011,{'PN-EN 772-16:2006'}
Metody badań elementów murowych -- Część 16: Określenie wymiarów,PN-EN 772-16:2011,{'PN-EN 772-16:2006'}
Metody badań elementów murowych -- Część 18: Określenie odporności na zamrażanie-odmrażanie elementów murowych silikatowych,PN-EN 772-18:2011,{'PN-EN 772-18:2001'}
"Metody badań elementów murowych -- Część 19: Określenie rozszerzalności pod wpływem wilgoci dużych, poziomo drążonych elementów murowych ceramicznych",PN-EN 772-19:2002,set()
"Metody badań elementów murowych -- Część 20: Oznaczanie płaskości powierzchni licowych elementów murowych z betonu kruszywowego, z kamienia sztucznego i z kamienia naturalnego",PN-EN 772-20:2002,set()
Metody badań elementów murowych -- Część 21: Określanie absorpcji wody ceramicznych i silikatowych elementów murowych przez absorpcję zimnej wody,PN-EN 772-21:2011,set()
Metody badań elementów murowych -- Część 22: Określenie odporności na zamrażanie-odmrażanie elementów murowych ceramicznych,PN-EN 772-22:2019-01,set()
Konstrukcje drewniane -- Metody badań -- Oznaczanie właściwości mechanicznych płyt drewnopochodnych,PN-EN 789:2005,{'PN-EN 789:2005'}
Zaopatrzenie w wodę -- Wymagania dotyczące systemów zewnętrznych i ich części składowych,PN-EN 805:2002,set()
Wymagania dotyczące wewnętrznych instalacji wodociągowych do przesyłu wody przeznaczonej do spożycia przez ludzi -- Część 1: Postanowienia ogólne,PN-EN 806-1:2004,set()
Wymagania dotyczące wewnętrznych instalacji wodociągowych do przesyłu wody przeznaczonej do spożycia przez ludzi -- Część 2: Projektowanie,PN-EN 806-2:2005,set()
Wymagania dotyczące wewnętrznych instalacji wodociągowych do przesyłu wody przeznaczonej do spożycia przez ludzi -- Część 3: Wymiarowanie przewodów -- Metody uproszczone,PN-EN 806-3:2006,set()
Wymagania dotyczące wewnętrznych instalacji wodociągowych do przesyłu wody przeznaczonej do spożycia przez ludzi -- Część 4: Instalacja,PN-EN 806-4:2010,set()
Wymagania dotyczące wewnętrznych instalacji wodociągowych do przesyłu wody przeznaczonej do spożycia przez ludzi -- Część 5: Działanie i konserwacja,PN-EN 806-5:2012,set()
Armatura sanitarna -- Automatyczne zawory zamykające PN 10,PN-EN 816:2017-09,"{'PN-EN 816:2000', 'PN-EN 816:2000/Ap1:2007'}"
Armatura sanitarna -- Baterie mechaniczne (PN 10) -- Ogólne wymagania techniczne,PN-EN 817:2008,{'PN-EN 817:2000'}
Wyroby do izolacji cieplnej w budownictwie -- Określanie długości i szerokości,PN-EN 822:2013-07,{'PN-EN 822:1998'}
Wyroby do izolacji cieplnej w budownictwie -- Określanie grubości,PN-EN 823:2013-07,{'PN-EN 823:1998'}
Wyroby do izolacji cieplnej w budownictwie -- Określanie prostokątności,PN-EN 824:2013-07,{'PN-EN 824:1998'}
Wyroby do izolacji cieplnej w budownictwie -- Określanie płaskości,PN-EN 825:2013-07,{'PN-EN 825:1998'}
Wyroby do izolacji cieplnej w budownictwie -- Określanie zachowania przy ściskaniu,PN-EN 826:2013-07,{'PN-EN 826:1998'}
Podzielniki kosztów ogrzewania do rejestrowania zużycia ciepła przez grzejniki -- Przyrządy zasilane energią elektryczną,PN-EN 834:2013-12,"{'PN-EN 834:1999/Ap1:2004', 'PN-EN 834:1999'}"
Podzielniki kosztów ogrzewania do rejestrowania zużycia ciepła przez grzejniki -- Przyrządy bez zasilania energią elektryczną działające na zasadzie parowania dyfuzyjnego,PN-EN 835:1999,set()
"Specyfikacja wyrobów dodatkowych do murów -- Część 1: Kotwy, listwy kotwiące, wieszaki i wsporniki",PN-EN 845-1+A1:2016-10,{'PN-EN 845-1:2013-11'}
Specyfikacja wyrobów dodatkowych do murów -- Część 2: Nadproża,PN-EN 845-2+A1:2016-10,{'PN-EN 845-2:2013-10'}
Specyfikacja wyrobów dodatkowych do murów -- Część 3: Stalowe zbrojenie do spoin wspornych,PN-EN 845-3+A1:2016-10,{'PN-EN 845-3:2013-10'}
Metody badań wyrobów dodatkowych do wznoszenia murów -- Część 2: Określenie nośności na wyrywanie z zaprawy prefabrykowanego zbrojenia do spoin wspornych,PN-EN 846-2:2002,set()
Metody badań wyrobów dodatkowych do wznoszenia murów -- Część 3: Określenie nośności na ścinanie połączeń spajanych prefabrykowanego zbrojenia do spoin wspornych,PN-EN 846-3:2002,set()
Metody badań wyrobów dodatkowych do wznoszenia murów -- Część 4: Określenie nośności oraz zależności obciążenie-odkształcenie listew kotwiących,PN-EN 846-4:2003,{'PN-EN 846-4:2002'}
Metody badań wyrobów dodatkowych do wznoszenia murów -- Część 5: Określenie nośności na rozciąganie i ściskanie oraz sztywności kotew murowych (badanie na próbce składającej się z dwóch elementów murowych),PN-EN 846-5:2012,{'PN-EN 846-5:2002'}
Metody badań wyrobów dodatkowych do wznoszenia murów -- Część 6: Określenie nośności na rozciąganie i ściskanie oraz sztywności kotew murowych (badanie jednostronne),PN-EN 846-6:2012,{'PN-EN 846-6:2002'}
Metody badań wyrobów dodatkowych do wznoszenia murów -- Część 7: Określenie nośności na ścinanie oraz sztywności kotew i łączników (badanie na próbce składającej się z dwóch elementów murowych),PN-EN 846-7:2012,{'PN-EN 846-7:2002'}
Metody badań wyrobów dodatkowych do wznoszenia murów -- Część 8: Określenie nośności oraz zależności obciążenie-odkształcenie wieszaków do opierania drewnianych belek stropowych,PN-EN 846-8:2002,set()
Metody badań wyrobów dodatkowych do wznoszenia murów -- Część 9: Określenie odporności na zginanie i na ścinanie nadproży,PN-EN 846-9:2016-06,{'PN-EN 846-9:2002'}
Metody badań wyrobów dodatkowych do wznoszenia murów -- Część 10: Określenie nośności oraz charakterystyki obciążenie-ugięcie wieszaków wspornikowych,PN-EN 846-10:2002,set()
Metody badań wyrobów dodatkowych do wznoszenia murów -- Część 11: Określenie wymiarów i odchyłek od zamierzonego kształtu belek nadprożowych,PN-EN 846-11:2002,set()
"Metody badań wyrobów dodatkowych do wznoszenia murów -- Część 13: Określenie odporności powłok organicznych na uderzenie, ścieranie oraz korozję",PN-EN 846-13:2003,{'PN-EN 846-13:2002'}
Metody badań wyrobów dodatkowych do wznoszenia murów -- Część 14: Określanie początkowej wytrzymałości na ścinanie między częścią prefabrykowaną nadproża warstwowego a murem powyżej niego,PN-EN 846-14:2012,set()
"Instalacje oddzielaczy cieczy lekkich (np. olej i benzyna) -- Część 1: Zasady projektowania, właściwości użytkowe i badania, znakowanie i sterowanie jakością",PN-EN 858-1:2005,{'PN-EN 858-1:2002'}
"Instalacje oddzielaczy cieczy lekkich (np. olej i benzyna) -- Część 2: Dobór wielkości nominalnych, instalowanie, użytkowanie i eksploatacja",PN-EN 858-2:2005,{'PN-EN 858-2:2004'}
"Rury i kształtki z żeliwa, złącza i elementy wyposażenia instalacji do odprowadzania wód z budynków -- Wymagania, metody badań i zapewnienie jakości",PN-EN 877:2004,{'PN-EN 877:2002'}
Łączniki do drewna -- Dane techniczne łączników stosowanych w konstrukcjach drewnianych,PN-EN 912:2011,"{'PN-EN 912:2000/AC:2009', 'PN-EN 912:2000'}"
Badania podstawowych właściwości kruszyw -- Metody pobierania próbek,PN-EN 932-1:1999,{'PN-B-06721:1987'}
Badania podstawowych właściwości kruszyw -- Metody pomniejszania próbek laboratoryjnych,PN-EN 932-2:2001,set()
Badania podstawowych właściwości kruszyw -- Procedura i terminologia uproszczonego opisu petrograficznego,PN-EN 932-3:1999,{'PN-B-06714-11:1987'}
Badania podstawowych właściwości kruszyw -- Część 5: Wyposażenie podstawowe i wzorcowanie,PN-EN 932-5:2012,{'PN-EN 932-5:2001'}
Badania podstawowych właściwości kruszyw -- Część 6: Definicje powtarzalności i odtwarzalności,PN-EN 932-6:2002,set()
Badania geometrycznych właściwości kruszyw -- Część 1: Oznaczanie składu ziarnowego -- Metoda przesiewania,PN-EN 933-1:2012,"{'PN-EN 933-1:2000/A1:2006', 'PN-EN 933-1:2000'}"
Badania geometrycznych właściwości kruszyw -- Oznaczanie składu ziarnowego -- Nominalne wymiary otworów sit badawczych,PN-EN 933-2:1999,set()
Badania geometrycznych właściwości kruszyw -- Część 3: Oznaczanie kształtu ziarn za pomocą wskaźnika płaskości,PN-EN 933-3:2012,"{'PN-EN 933-3:1999', 'PN-EN 933-3:1999/A1:2004'}"
Badania geometrycznych właściwości kruszyw -- Część 4: Oznaczanie kształtu ziarn -- Wskaźnik kształtu,PN-EN 933-4:2008,{'PN-EN 933-4:2001'}
Badania geometrycznych właściwości kruszyw -- Oznaczanie procentowej zawartości ziarn o powierzchniach powstałych w wyniku przekruszenia lub łamania kruszyw grubych,PN-EN 933-5:2000,set()
Badania geometrycznych właściwości kruszyw -- Część 6: Ocena właściwości powierzchni -- Wskaźnik przepływu kruszyw,PN-EN 933-6:2014-07,"{'PN-EN 933-6:2002/AC:2004', 'PN-EN 933-6:2002'}"
Badania geometrycznych właściwości kruszyw -- Oznaczanie zawartości muszli -- Zawartość procentowa muszli w kruszywach grubych,PN-EN 933-7:2000,set()
Badania geometrycznych właściwości kruszyw -- Część 8: Ocena zawartości drobnych cząstek -- Badanie wskaźnika piaskowego,PN-EN 933-8+A1:2015-07,{'PN-EN 933-8:2012'}
Badania geometrycznych właściwości kruszyw -- Część 9: Ocena zawartości drobnych cząstek -- Badanie błękitem metylenowym,PN-EN 933-9+A1:2013-07,{'PN-EN 933-9:2009'}
Badania geometrycznych właściwości kruszyw -- Część 10: Ocena zawartości drobnych cząstek -- Uziarnienie wypełniaczy (przesiewanie w strumieniu powietrza),PN-EN 933-10:2009,{'PN-EN 933-10:2002'}
Badania geometrycznych właściwości kruszyw -- Część 11: Klasyfikacja składników kruszywa grubego z recyklingu,PN-EN 933-11:2009,set()
